,Date,Explained_Variance_Ratio
2011-03-22,2011-03-22,0.014454866263925727
2011-03-23,2011-03-23,0.014451246987617345
2011-03-24,2011-03-24,0.01440866200334932
2011-03-25,2011-03-25,0.014432584829533808
2011-03-28,2011-03-28,0.014425591683759991
2011-03-29,2011-03-29,0.014419485271848664
2011-03-30,2011-03-30,0.014390559660021738
2011-03-31,2011-03-31,0.014308616272831575
2011-04-01,2011-04-01,0.014311392297811878
2011-04-04,2011-04-04,0.01433511432788534
2011-04-05,2011-04-05,0.01434370647435128
2011-04-06,2011-04-06,0.014347354754405194
2011-04-07,2011-04-07,0.014355038323275887
2011-04-08,2011-04-08,0.014363387400295238
2011-04-11,2011-04-11,0.01434690105236701
2011-04-12,2011-04-12,0.014263105512326194
2011-04-13,2011-04-13,0.014483697232222417
2011-04-14,2011-04-14,0.014497425481851877
2011-04-15,2011-04-15,0.014435840915101599
2011-04-18,2011-04-18,0.014455273272825643
2011-04-19,2011-04-19,0.014487693366274394
2011-04-20,2011-04-20,0.0143627584737611
2011-04-21,2011-04-21,0.014195592449920526
2011-04-25,2011-04-25,0.014247770461600744
2011-04-26,2011-04-26,0.014195149938904363
2011-04-27,2011-04-27,0.014311696957165753
2011-04-28,2011-04-28,0.01428886011189694
2011-04-29,2011-04-29,0.013732308952871626
2011-05-02,2011-05-02,0.013837439837524428
2011-05-03,2011-05-03,0.013813108754760307
2011-05-04,2011-05-04,0.014029977997942339
2011-05-05,2011-05-05,0.014200764445511235
2011-05-06,2011-05-06,0.014678648356039973
2011-05-09,2011-05-09,0.014843172428546741
2011-05-10,2011-05-10,0.014929371204038828
2011-05-11,2011-05-11,0.014948773918315903
2011-05-12,2011-05-12,0.015246770232755048
2011-05-13,2011-05-13,0.01531613080938483
2011-05-16,2011-05-16,0.01539878296604322
2011-05-17,2011-05-17,0.015121459167716574
2011-05-18,2011-05-18,0.015092864591416618
2011-05-19,2011-05-19,0.0150790865695597
2011-05-20,2011-05-20,0.015461862184952681
2011-05-23,2011-05-23,0.01550416725698418
2011-05-24,2011-05-24,0.015516204965410577
2011-05-25,2011-05-25,0.015479010339412944
2011-05-26,2011-05-26,0.015666095639365638
2011-05-27,2011-05-27,0.016058868392131772
2011-05-31,2011-05-31,0.016124768888068103
2011-06-01,2011-06-01,0.016073376912545564
2011-06-02,2011-06-02,0.016100236396005777
2011-06-03,2011-06-03,0.016180366170732863
2011-06-06,2011-06-06,0.01652804562614084
2011-06-07,2011-06-07,0.016535436596208274
2011-06-08,2011-06-08,0.016613010231191154
2011-06-09,2011-06-09,0.016541421397918327
2011-06-10,2011-06-10,0.016907777044104958
2011-06-13,2011-06-13,0.016837185493547617
2011-06-14,2011-06-14,0.01692513719476546
2011-06-15,2011-06-15,0.016945568941140656
2011-06-16,2011-06-16,0.016799240733247813
2011-06-17,2011-06-17,0.016845758089288457
2011-06-20,2011-06-20,0.01682509242766417
2011-06-21,2011-06-21,0.016805092858638276
2011-06-22,2011-06-22,0.016936199310404885
2011-06-23,2011-06-23,0.01683822548343952
2011-06-24,2011-06-24,0.017026338082577495
2011-06-27,2011-06-27,0.017009773813736653
2011-06-28,2011-06-28,0.01703271531492851
2011-06-29,2011-06-29,0.017348299713586004
2011-06-30,2011-06-30,0.017419064518461123
2011-07-01,2011-07-01,0.017274932448593967
2011-07-05,2011-07-05,0.01721355708649955
2011-07-06,2011-07-06,0.01704438838719435
2011-07-07,2011-07-07,0.01735560130059611
2011-07-08,2011-07-08,0.017254574484665778
2011-07-11,2011-07-11,0.01724571767162356
2011-07-12,2011-07-12,0.017151955814560565
2011-07-13,2011-07-13,0.01699867636996439
2011-07-14,2011-07-14,0.017032215326214413
2011-07-15,2011-07-15,0.01701208754334355
2011-07-18,2011-07-18,0.017419048534368833
2011-07-19,2011-07-19,0.017358676652756557
2011-07-20,2011-07-20,0.017384169545835253
2011-07-21,2011-07-21,0.01737074020489401
2011-07-22,2011-07-22,0.017431697973865932
2011-07-25,2011-07-25,0.017393066387855986
2011-07-26,2011-07-26,0.017367209548995753
2011-07-27,2011-07-27,0.01753064457394859
2011-07-28,2011-07-28,0.017408348204606135
2011-07-29,2011-07-29,0.017378598069127088
2011-08-01,2011-08-01,0.017492843306408344
2011-08-02,2011-08-02,0.017645427352032204
2011-08-03,2011-08-03,0.017234302596768423
2011-08-04,2011-08-04,0.017411772000547335
2011-08-05,2011-08-05,0.016908379389109947
2011-08-08,2011-08-08,0.016936676228386762
2011-08-09,2011-08-09,0.015344181736580767
2011-08-10,2011-08-10,0.014671770169470865
2011-08-11,2011-08-11,0.01521103108568419
2011-08-12,2011-08-12,0.014674084223004147
2011-08-15,2011-08-15,0.014948587826894873
2011-08-16,2011-08-16,0.014760949310114756
2011-08-17,2011-08-17,0.014724073892672487
2011-08-18,2011-08-18,0.014673951175624837
2011-08-19,2011-08-19,0.014299738346359371
2011-08-22,2011-08-22,0.014245921768727658
2011-08-23,2011-08-23,0.01422866463336702
2011-08-24,2011-08-24,0.014107781391148088
2011-08-25,2011-08-25,0.014140236749566356
2011-08-26,2011-08-26,0.014284237577743612
2011-08-29,2011-08-29,0.014340092763562944
2011-08-30,2011-08-30,0.014236060712637019
2011-08-31,2011-08-31,0.014306280337903687
2011-09-01,2011-09-01,0.014462773963535243
2011-09-02,2011-09-02,0.0144797828262698
2011-09-06,2011-09-06,0.01442496035291759
2011-09-07,2011-09-07,0.014434361597162715
2011-09-08,2011-09-08,0.014430768914977424
2011-09-09,2011-09-09,0.01440979740414574
2011-09-12,2011-09-12,0.014366700543323677
2011-09-13,2011-09-13,0.014354774612089415
2011-09-14,2011-09-14,0.014319887268917248
2011-09-15,2011-09-15,0.01432151974635563
2011-09-16,2011-09-16,0.014338456151127029
2011-09-19,2011-09-19,0.014364417809697431
2011-09-20,2011-09-20,0.014525379936692341
2011-09-21,2011-09-21,0.014472874716651252
2011-09-22,2011-09-22,0.014106319482089794
2011-09-23,2011-09-23,0.014103112081043007
2011-09-26,2011-09-26,0.01418320526418586
2011-09-27,2011-09-27,0.01421178351868441
2011-09-28,2011-09-28,0.014185739848579342
2011-09-29,2011-09-29,0.014117803188288284
2011-09-30,2011-09-30,0.014344740758793672
2011-10-03,2011-10-03,0.014225708480742923
2011-10-04,2011-10-04,0.013916308116912858
2011-10-05,2011-10-05,0.014023613369023635
2011-10-06,2011-10-06,0.013935690392599936
2011-10-07,2011-10-07,0.013834762735313819
2011-10-10,2011-10-10,0.013739103878554636
2011-10-11,2011-10-11,0.013501480823798257
2011-10-12,2011-10-12,0.013644708808869376
2011-10-13,2011-10-13,0.013791364395543735
2011-10-14,2011-10-14,0.01388496502840785
2011-10-17,2011-10-17,0.01386786441617621
2011-10-18,2011-10-18,0.013856718773899612
2011-10-19,2011-10-19,0.014048814797374626
2011-10-20,2011-10-20,0.014020527514820262
2011-10-21,2011-10-21,0.013940738032016326
2011-10-24,2011-10-24,0.01387178450297515
2011-10-25,2011-10-25,0.013806038403738834
2011-10-26,2011-10-26,0.013685239513230765
2011-10-27,2011-10-27,0.013651292852586561
2011-10-28,2011-10-28,0.01343803293650403
2011-10-31,2011-10-31,0.013420363913934925
2011-11-01,2011-11-01,0.013459698121754063
2011-11-02,2011-11-02,0.01333225401278942
2011-11-03,2011-11-03,0.013234580887275204
2011-11-04,2011-11-04,0.0132529352720635
2011-11-07,2011-11-07,0.013309309818340121
2011-11-08,2011-11-08,0.013380568696857824
2011-11-09,2011-11-09,0.01343987575996758
2011-11-10,2011-11-10,0.0132563068455142
2011-11-11,2011-11-11,0.013285731230789523
2011-11-14,2011-11-14,0.01324072909728153
2011-11-15,2011-11-15,0.01323944153741103
2011-11-16,2011-11-16,0.013202950227557355
2011-11-17,2011-11-17,0.013101100841722349
2011-11-18,2011-11-18,0.013067960292013849
2011-11-21,2011-11-21,0.0130609252801568
2011-11-22,2011-11-22,0.012912294758337155
2011-11-23,2011-11-23,0.012901507252842639
2011-11-25,2011-11-25,0.012856340571349895
2011-11-28,2011-11-28,0.012857117302354917
2011-11-29,2011-11-29,0.012767185448811362
2011-11-30,2011-11-30,0.012756852513836167
2011-12-01,2011-12-01,0.012554420327099396
2011-12-02,2011-12-02,0.012558271556010256
2011-12-05,2011-12-05,0.012569028960658875
2011-12-06,2011-12-06,0.012617441015306348
2011-12-07,2011-12-07,0.01260837136648368
2011-12-08,2011-12-08,0.012373480937608978
2011-12-09,2011-12-09,0.012278365960224549
2011-12-12,2011-12-12,0.012245521434831002
2011-12-13,2011-12-13,0.012210569575598011
2011-12-14,2011-12-14,0.012134845664253024
2011-12-15,2011-12-15,0.0120961004701083
2011-12-16,2011-12-16,0.012062304280646736
2011-12-19,2011-12-19,0.012068275272233293
2011-12-20,2011-12-20,0.012034435956498217
2011-12-21,2011-12-21,0.011954861983716567
2011-12-22,2011-12-22,0.011947507094205008
2011-12-23,2011-12-23,0.011946435910994663
2011-12-27,2011-12-27,0.01194612748609359
2011-12-28,2011-12-28,0.011979332055129
2011-12-29,2011-12-29,0.011954592353548833
2011-12-30,2011-12-30,0.011983093829688471
2012-01-03,2012-01-03,0.011971380899297222
2012-01-04,2012-01-04,0.012185230856916451
2012-01-05,2012-01-05,0.012181132309219196
2012-01-06,2012-01-06,0.01219000316646721
2012-01-09,2012-01-09,0.012193678563526683
2012-01-10,2012-01-10,0.012202757804178444
2012-01-11,2012-01-11,0.012183274609008355
2012-01-12,2012-01-12,0.012173162620638073
2012-01-13,2012-01-13,0.012238090081623165
2012-01-17,2012-01-17,0.012264782580631363
2012-01-18,2012-01-18,0.012256748914601734
2012-01-19,2012-01-19,0.012269373189392228
2012-01-20,2012-01-20,0.012375549353165791
2012-01-23,2012-01-23,0.012317416908724513
2012-01-24,2012-01-24,0.012357852460766068
2012-01-25,2012-01-25,0.012349265887922529
2012-01-26,2012-01-26,0.012374528293447602
2012-01-27,2012-01-27,0.012393946782903658
2012-01-30,2012-01-30,0.012365581773004558
2012-01-31,2012-01-31,0.012359768117175537
2012-02-01,2012-02-01,0.012333170465458393
2012-02-02,2012-02-02,0.012321537951613419
2012-02-03,2012-02-03,0.012309197401383249
2012-02-06,2012-02-06,0.012357391552228116
2012-02-07,2012-02-07,0.01227486528168252
2012-02-08,2012-02-08,0.012292652476127089
2012-02-09,2012-02-09,0.012290495471220048
2012-02-10,2012-02-10,0.012276962632655389
2012-02-13,2012-02-13,0.012213061223820338
2012-02-14,2012-02-14,0.012218005455476633
2012-02-15,2012-02-15,0.012192854824008028
2012-02-16,2012-02-16,0.0121811269464438
2012-02-17,2012-02-17,0.012170037123750376
2012-02-21,2012-02-21,0.012148453158373101
2012-02-22,2012-02-22,0.0121470376798073
2012-02-23,2012-02-23,0.012151307443032939
2012-02-24,2012-02-24,0.0121570015017676
2012-02-27,2012-02-27,0.012159925326293656
2012-02-28,2012-02-28,0.012148016459652527
2012-02-29,2012-02-29,0.012146101942469656
2012-03-01,2012-03-01,0.012169511687651374
2012-03-02,2012-03-02,0.012211483035756433
2012-03-05,2012-03-05,0.012230216540061971
2012-03-06,2012-03-06,0.012232098390147213
2012-03-07,2012-03-07,0.012215179912629163
2012-03-08,2012-03-08,0.012178618595379833
2012-03-09,2012-03-09,0.012212719504096841
2012-03-12,2012-03-12,0.012241010944701031
2012-03-13,2012-03-13,0.012236811788824423
2012-03-14,2012-03-14,0.012231187913027823
2012-03-15,2012-03-15,0.012217451334943504
2012-03-16,2012-03-16,0.012233201502815504
2012-03-19,2012-03-19,0.012248485925950082
2012-03-20,2012-03-20,0.012227695251223927
2012-03-21,2012-03-21,0.01225703378485568
2012-03-22,2012-03-22,0.012263837272026956
2012-03-23,2012-03-23,0.012270077605545137
2012-03-26,2012-03-26,0.012297243242645427
2012-03-27,2012-03-27,0.012281754280963704
2012-03-28,2012-03-28,0.012289425742004199
2012-03-29,2012-03-29,0.012286896420688339
2012-03-30,2012-03-30,0.012273093490740898
2012-04-02,2012-04-02,0.012236993598093441
2012-04-03,2012-04-03,0.01224193976626952
2012-04-04,2012-04-04,0.01226059946737921
2012-04-05,2012-04-05,0.012253626559761492
2012-04-09,2012-04-09,0.012204205035364863
2012-04-10,2012-04-10,0.012202572373393701
2012-04-11,2012-04-11,0.012164896193618253
2012-04-12,2012-04-12,0.012089955135862503
2012-04-13,2012-04-13,0.012074973308315511
2012-04-16,2012-04-16,0.012090700114484716
2012-04-17,2012-04-17,0.012087228496102312
2012-04-18,2012-04-18,0.012141316022863518
2012-04-19,2012-04-19,0.012158617538227522
2012-04-20,2012-04-20,0.012164025702512463
2012-04-23,2012-04-23,0.012171232767104505
2012-04-24,2012-04-24,0.012162392290261935
2012-04-25,2012-04-25,0.01213057420070723
2012-04-26,2012-04-26,0.012119309226843922
2012-04-27,2012-04-27,0.012121805364156472
2012-04-30,2012-04-30,0.01211104887577305
2012-05-01,2012-05-01,0.01212153656912616
2012-05-02,2012-05-02,0.012102788829688408
2012-05-03,2012-05-03,0.012071165673286189
2012-05-04,2012-05-04,0.012072350362667569
2012-05-07,2012-05-07,0.012024651124028575
2012-05-08,2012-05-08,0.011973117867574138
2012-05-09,2012-05-09,0.012002803535894774
2012-05-10,2012-05-10,0.012035360328027577
2012-05-11,2012-05-11,0.012032047021063589
2012-05-14,2012-05-14,0.011991732427234728
2012-05-15,2012-05-15,0.012006064939038196
2012-05-16,2012-05-16,0.012009036593295264
2012-05-17,2012-05-17,0.012019599159359465
2012-05-18,2012-05-18,0.012074970061441825
2012-05-21,2012-05-21,0.01205958862789848
2012-05-22,2012-05-22,0.012067411560167319
2012-05-23,2012-05-23,0.012091209564188752
2012-05-24,2012-05-24,0.012129085824856533
2012-05-25,2012-05-25,0.012088289990075607
2012-05-29,2012-05-29,0.012071142435979051
2012-05-30,2012-05-30,0.01204704059190199
2012-05-31,2012-05-31,0.01202698768160912
2012-06-01,2012-06-01,0.012160036845877808
2012-06-04,2012-06-04,0.012066359412876048
2012-06-05,2012-06-05,0.012024555154855966
2012-06-06,2012-06-06,0.012085889030577585
2012-06-07,2012-06-07,0.011981889132132634
2012-06-08,2012-06-08,0.01213213079635089
2012-06-11,2012-06-11,0.012040791769487665
2012-06-12,2012-06-12,0.012106538626965018
2012-06-13,2012-06-13,0.012102361042295878
2012-06-14,2012-06-14,0.012111752245898024
2012-06-15,2012-06-15,0.012116479955145525
2012-06-18,2012-06-18,0.012131464718864523
2012-06-19,2012-06-19,0.012172159820120636
2012-06-20,2012-06-20,0.012198619202166073
2012-06-21,2012-06-21,0.012230463246466025
2012-06-22,2012-06-22,0.012209828424703464
2012-06-25,2012-06-25,0.012255580911195623
2012-06-26,2012-06-26,0.012262676006859657
2012-06-27,2012-06-27,0.012273133019511117
2012-06-28,2012-06-28,0.0124986123468357
2012-06-29,2012-06-29,0.012496114539162025
2012-07-02,2012-07-02,0.012431385858235314
2012-07-03,2012-07-03,0.012469817855136187
2012-07-05,2012-07-05,0.012447271547553727
2012-07-06,2012-07-06,0.012485367628599947
2012-07-09,2012-07-09,0.012609385658281362
2012-07-10,2012-07-10,0.012598317284608179
2012-07-11,2012-07-11,0.012621078624669718
2012-07-12,2012-07-12,0.01262591887768104
2012-07-13,2012-07-13,0.012662654213889167
2012-07-16,2012-07-16,0.012650237254347144
2012-07-17,2012-07-17,0.012666588155224104
2012-07-18,2012-07-18,0.01267129830113305
2012-07-19,2012-07-19,0.012942995552639062
2012-07-20,2012-07-20,0.01300680464811378
2012-07-23,2012-07-23,0.01292813669564499
2012-07-24,2012-07-24,0.012947526261894755
2012-07-25,2012-07-25,0.012946644246855887
2012-07-26,2012-07-26,0.012925673426516633
2012-07-27,2012-07-27,0.01308086015673272
2012-07-30,2012-07-30,0.013120955409788452
2012-07-31,2012-07-31,0.013055164800883225
2012-08-01,2012-08-01,0.01305749490661973
2012-08-02,2012-08-02,0.013184346857556371
2012-08-03,2012-08-03,0.013387676349723076
2012-08-06,2012-08-06,0.013827247701511822
2012-08-07,2012-08-07,0.013456336042041129
2012-08-08,2012-08-08,0.014165327839348115
2012-08-09,2012-08-09,0.013677769814476666
2012-08-10,2012-08-10,0.013955237800116047
2012-08-13,2012-08-13,0.014369028965719928
2012-08-14,2012-08-14,0.014405737235040897
2012-08-15,2012-08-15,0.014545684801079506
2012-08-16,2012-08-16,0.014502346507422327
2012-08-17,2012-08-17,0.014471730134621216
2012-08-20,2012-08-20,0.01490388213591424
2012-08-21,2012-08-21,0.01501976524715511
2012-08-22,2012-08-22,0.015025946229368084
2012-08-23,2012-08-23,0.01524484572280495
2012-08-24,2012-08-24,0.015247378634983716
2012-08-27,2012-08-27,0.015333628770591225
2012-08-28,2012-08-28,0.015333356931582907
2012-08-29,2012-08-29,0.01550521808907099
2012-08-30,2012-08-30,0.015511313106174793
2012-08-31,2012-08-31,0.015510606179549753
2012-09-04,2012-09-04,0.015551757857535804
2012-09-05,2012-09-05,0.015726183432908727
2012-09-06,2012-09-06,0.015657870639074624
2012-09-07,2012-09-07,0.015814255159856044
2012-09-10,2012-09-10,0.01582766783407826
2012-09-11,2012-09-11,0.016021160303057943
2012-09-12,2012-09-12,0.016065032641744706
2012-09-13,2012-09-13,0.016078673911727983
2012-09-14,2012-09-14,0.016114236919581908
2012-09-17,2012-09-17,0.016105481320155927
2012-09-18,2012-09-18,0.016120206606842536
2012-09-19,2012-09-19,0.016145005814025396
2012-09-20,2012-09-20,0.016123739328923532
2012-09-21,2012-09-21,0.01637081760653447
2012-09-24,2012-09-24,0.016515855585581538
2012-09-25,2012-09-25,0.016438371087215197
2012-09-26,2012-09-26,0.01652241368336685
2012-09-27,2012-09-27,0.016450811037531873
2012-09-28,2012-09-28,0.01658208162584998
2012-10-01,2012-10-01,0.01655014858876847
2012-10-02,2012-10-02,0.016729616686857747
2012-10-03,2012-10-03,0.016867608337194275
2012-10-04,2012-10-04,0.016670068394771597
2012-10-05,2012-10-05,0.016599890528828275
2012-10-08,2012-10-08,0.016718829165130587
2012-10-09,2012-10-09,0.016465966657396643
2012-10-10,2012-10-10,0.016745544011977417
2012-10-11,2012-10-11,0.016949352123490684
2012-10-12,2012-10-12,0.017027517632992147
2012-10-15,2012-10-15,0.01692475093523995
2012-10-16,2012-10-16,0.017025493738472446
2012-10-17,2012-10-17,0.017177160717403054
2012-10-18,2012-10-18,0.01680778194945807
2012-10-19,2012-10-19,0.016914489027120987
2012-10-22,2012-10-22,0.016875271557221426
2012-10-23,2012-10-23,0.01708455330307562
2012-10-24,2012-10-24,0.01687913337798747
2012-10-25,2012-10-25,0.017063278740612923
2012-10-26,2012-10-26,0.01728248751804641
2012-10-31,2012-10-31,0.017730693110998154
2012-11-01,2012-11-01,0.01775696484668887
2012-11-02,2012-11-02,0.01785540901590688
2012-11-05,2012-11-05,0.018373967155931002
2012-11-06,2012-11-06,0.018482831830897002
2012-11-07,2012-11-07,0.01816230185544859
2012-11-08,2012-11-08,0.018197423890021186
2012-11-09,2012-11-09,0.01816228634145352
2012-11-12,2012-11-12,0.018184342216559093
2012-11-13,2012-11-13,0.01868760309873921
2012-11-14,2012-11-14,0.018733628110847875
2012-11-15,2012-11-15,0.018802040136283987
2012-11-16,2012-11-16,0.01877141206643258
2012-11-19,2012-11-19,0.018792331218891036
2012-11-20,2012-11-20,0.01887337834434437
2012-11-21,2012-11-21,0.019016863601738567
2012-11-23,2012-11-23,0.018939667420425643
2012-11-26,2012-11-26,0.01904683023849556
2012-11-27,2012-11-27,0.019035617015210914
2012-11-28,2012-11-28,0.01921740865650423
2012-11-29,2012-11-29,0.01933665725871284
2012-11-30,2012-11-30,0.01953102008835421
2012-12-03,2012-12-03,0.019397870918357145
2012-12-04,2012-12-04,0.01986241357377998
2012-12-05,2012-12-05,0.01982519938880812
2012-12-06,2012-12-06,0.01984813385948452
2012-12-07,2012-12-07,0.01989245874179079
2012-12-10,2012-12-10,0.0199249827007945
2012-12-11,2012-12-11,0.019816896230496685
2012-12-12,2012-12-12,0.019568399776723033
2012-12-13,2012-12-13,0.019727006919860183
2012-12-14,2012-12-14,0.019714585979365307
2012-12-17,2012-12-17,0.019767337606485306
2012-12-18,2012-12-18,0.019510344785305764
2012-12-19,2012-12-19,0.019546331960184574
2012-12-20,2012-12-20,0.01959231657350596
2012-12-21,2012-12-21,0.019628929221902656
2012-12-24,2012-12-24,0.01995702928563342
2012-12-26,2012-12-26,0.01990627268568548
2012-12-27,2012-12-27,0.0198086108823674
2012-12-28,2012-12-28,0.01979347172333163
2012-12-31,2012-12-31,0.019719310156437474
2013-01-02,2013-01-02,0.019751655917789778
2013-01-03,2013-01-03,0.01966768705306968
2013-01-04,2013-01-04,0.019609672880137947
2013-01-07,2013-01-07,0.01902930015626906
2013-01-08,2013-01-08,0.018996814872413448
2013-01-09,2013-01-09,0.01902855030981769
2013-01-10,2013-01-10,0.019041568855420497
2013-01-11,2013-01-11,0.019119681537449758
2013-01-14,2013-01-14,0.019168348120388437
2013-01-15,2013-01-15,0.01921800746315086
2013-01-16,2013-01-16,0.019152767334644077
2013-01-17,2013-01-17,0.019178676732312817
2013-01-18,2013-01-18,0.019094590840818323
2013-01-22,2013-01-22,0.01919183499113093
2013-01-23,2013-01-23,0.01935646991642295
2013-01-24,2013-01-24,0.019152901358605496
2013-01-25,2013-01-25,0.01913427090841753
2013-01-28,2013-01-28,0.019119439806559713
2013-01-29,2013-01-29,0.019179504814496016
2013-01-30,2013-01-30,0.019261994250604215
2013-01-31,2013-01-31,0.0192250565719813
2013-02-01,2013-02-01,0.0192036086897613
2013-02-04,2013-02-04,0.01917955391682926
2013-02-05,2013-02-05,0.019311470041800022
2013-02-06,2013-02-06,0.0193149356871005
2013-02-07,2013-02-07,0.019305510342453994
2013-02-08,2013-02-08,0.019267642949633894
2013-02-11,2013-02-11,0.019251170472571077
2013-02-12,2013-02-12,0.019311373748733634
2013-02-13,2013-02-13,0.01932698798174143
2013-02-14,2013-02-14,0.019337544946456404
2013-02-15,2013-02-15,0.019304203231809605
2013-02-19,2013-02-19,0.01921794859476941
2013-02-20,2013-02-20,0.0192338315852643
2013-02-21,2013-02-21,0.019210719512048356
2013-02-22,2013-02-22,0.019133918854089885
2013-02-25,2013-02-25,0.019141942063757925
2013-02-26,2013-02-26,0.018976914604683537
2013-02-27,2013-02-27,0.01898985724036168
2013-02-28,2013-02-28,0.018916039865678073
2013-03-01,2013-03-01,0.018889740397751195
2013-03-04,2013-03-04,0.018813291825001223
2013-03-05,2013-03-05,0.018836941852032316
2013-03-06,2013-03-06,0.018833140298031237
2013-03-07,2013-03-07,0.018906483177571428
2013-03-08,2013-03-08,0.018994746954958272
2013-03-11,2013-03-11,0.01902282907446501
2013-03-12,2013-03-12,0.019058866577747854
2013-03-13,2013-03-13,0.019006319678221095
2013-03-14,2013-03-14,0.019043972971537385
2013-03-15,2013-03-15,0.019104771129572862
2013-03-18,2013-03-18,0.019215585544046412
2013-03-19,2013-03-19,0.0192261799804327
2013-03-20,2013-03-20,0.019377960004240437
2013-03-21,2013-03-21,0.01946476107012336
2013-03-22,2013-03-22,0.019422190010191007
2013-03-25,2013-03-25,0.019476381056351702
2013-03-26,2013-03-26,0.019356117231668312
2013-03-27,2013-03-27,0.01883060902811934
2013-03-28,2013-03-28,0.018691268086734446
2013-04-01,2013-04-01,0.018850153799619896
2013-04-02,2013-04-02,0.01886482279196531
2013-04-03,2013-04-03,0.018998279346397928
2013-04-04,2013-04-04,0.018963501816118195
2013-04-05,2013-04-05,0.0189360353837887
2013-04-08,2013-04-08,0.019233961349138167
2013-04-09,2013-04-09,0.0191574703022082
2013-04-10,2013-04-10,0.019314084250669716
2013-04-11,2013-04-11,0.019290929131878427
2013-04-12,2013-04-12,0.01931706476577497
2013-04-15,2013-04-15,0.01954113448813822
2013-04-16,2013-04-16,0.019316188770532382
2013-04-17,2013-04-17,0.019200092499894374
2013-04-18,2013-04-18,0.019094038107031187
2013-04-19,2013-04-19,0.019077352367986036
2013-04-22,2013-04-22,0.01907704550722451
2013-04-23,2013-04-23,0.01904549802979293
2013-04-24,2013-04-24,0.01904971731329064
2013-04-25,2013-04-25,0.02005924089041796
2013-04-26,2013-04-26,0.02004773709143149
2013-04-29,2013-04-29,0.019811376928271594
